slot_id,doctor_id,start_time,end_time,is_booked,booked_by_patient_id
786dce69-0548-4d72-908f-7c78bb855570,42f2bef3-d5b1-4945-a8d6-deb381f09d22,2026-05-20 09:00:00,2026-05-20 09:30:00,False,
5cb8d856-a74c-48a0-9ffd-4cc2811b74c8,42f2bef3-d5b1-4945-a8d6-deb381f09d22,2026-05-20 09:30:00,2026-05-20 10:00:00,False,
b3ea9f1e-aabb-4a27-b670-7184e148cdac,42f2bef3-d5b1-4945-a8d6-deb381f09d22,2026-05-20 10:00:00,2026-05-20 10:30:00,False,
aaa8c2d5-3fd6-44d1-a86f-b2ded22000db,42f2bef3-d5b1-4945-a8d6-deb381f09d22,2026-05-20 10:30:00,2026-05-20 11:00:00,False,
e90a1970-4b1d-4152-b7ea-48fe1ae2c783,42f2bef3-d5b1-4945-a8d6-deb381f09d22,2026-05-20 11:00:00,2026-05-20 11:30:00,False,
d7d67087-6ec7-4ef9-9a48-2da4a33c8404,42f2bef3-d5b1-4945-a8d6-deb381f09d22,2026-05-20 11:30:00,2026-05-20 12:00:00,False,
7d0e718d-8364-451e-b0ba-96bca4dc4a69,42f2bef3-d5b1-4945-a8d6-deb381f09d22,2026-05-20 12:00:00,2026-05-20 12:30:00,False,
5ae66d98-de60-4528-95bc-b0d5288ec462,42f2bef3-d5b1-4945-a8d6-deb381f09d22,2026-05-20 12:30:00,2026-05-20 13:00:00,False,
65c28ee0-890f-4fdd-b770-78291cc99024,42f2bef3-d5b1-4945-a8d6-deb381f09d22,2026-05-20 14:00:00,2026-05-20 14:30:00,False,
e8337ca0-7c2f-4d67-b101-744a4911ed6c,42f2bef3-d5b1-4945-a8d6-deb381f09d22,2026-05-20 14:30:00,2026-05-20 15:00:00,False,
627415c2-d837-4078-aaad-2309a2354c31,42f2bef3-d5b1-4945-a8d6-deb381f09d22,2026-05-20 15:00:00,2026-05-20 15:30:00,False,
cd09bf89-dba2-4f60-a53f-1c2c81a672f4,42f2bef3-d5b1-4945-a8d6-deb381f09d22,2026-05-20 15:30:00,2026-05-20 16:00:00,False,
6c675137-a012-45b1-91e0-985621cd0981,42f2bef3-d5b1-4945-a8d6-deb381f09d22,2026-05-20 16:00:00,2026-05-20 16:30:00,False,
8939a92d-2072-4d1e-a0de-f365da87d8d7,42f2bef3-d5b1-4945-a8d6-deb381f09d22,2026-05-20 16:30:00,2026-05-20 17:00:00,False,
b010b004-5409-4a77-9b60-f4935edfe166,6ab3303f-a32c-410b-b874-d898dba92c1a,2026-05-20 09:00:00,2026-05-20 09:30:00,False,
318b923e-2a59-46ef-b26f-5fb4826969a8,6ab3303f-a32c-410b-b874-d898dba92c1a,2026-05-20 09:30:00,2026-05-20 10:00:00,False,
b7a67f5e-3a81-47d8-9e82-ac087f9c264a,6ab3303f-a32c-410b-b874-d898dba92c1a,2026-05-20 10:00:00,2026-05-20 10:30:00,False,
23900ec8-82a9-4f2d-8d2e-ad348629b425,6ab3303f-a32c-410b-b874-d898dba92c1a,2026-05-20 10:30:00,2026-05-20 11:00:00,False,
695fde9b-94dc-4ba5-91bc-81e902ec6e02,6ab3303f-a32c-410b-b874-d898dba92c1a,2026-05-20 11:00:00,2026-05-20 11:30:00,False,
65a19090-44b2-4d92-bb6c-0f2524d404f6,6ab3303f-a32c-410b-b874-d898dba92c1a,2026-05-20 11:30:00,2026-05-20 12:00:00,False,
0827bb7f-b518-4b85-8056-688e80a8aea5,6ab3303f-a32c-410b-b874-d898dba92c1a,2026-05-20 12:00:00,2026-05-20 12:30:00,False,
cc588d2d-1422-4f83-a233-7dd2fbf05455,6ab3303f-a32c-410b-b874-d898dba92c1a,2026-05-20 12:30:00,2026-05-20 13:00:00,False,
ce688f47-b239-4f56-85d6-0e410ec6271e,6ab3303f-a32c-410b-b874-d898dba92c1a,2026-05-20 14:00:00,2026-05-20 14:30:00,False,
19700a84-5d21-4871-b1d1-78320dc6f116,6ab3303f-a32c-410b-b874-d898dba92c1a,2026-05-20 14:30:00,2026-05-20 15:00:00,False,
aa8a3984-27d9-48c3-ad65-a5a9ba482477,6ab3303f-a32c-410b-b874-d898dba92c1a,2026-05-20 15:00:00,2026-05-20 15:30:00,False,
692b663a-1d23-4c95-af6d-dc2632e8a53b,6ab3303f-a32c-410b-b874-d898dba92c1a,2026-05-20 15:30:00,2026-05-20 16:00:00,False,
1d982e8f-9df5-4e80-bf12-201a76c032e7,6ab3303f-a32c-410b-b874-d898dba92c1a,2026-05-20 16:00:00,2026-05-20 16:30:00,False,
d5937984-c49e-4e09-97ba-6387585c7164,6ab3303f-a32c-410b-b874-d898dba92c1a,2026-05-20 16:30:00,2026-05-20 17:00:00,False,
14264842-c6b4-4659-9460-fa414a55a961,2bb13edd-062a-406d-a7b3-b44aa944fd8e,2026-05-20 09:00:00,2026-05-20 09:30:00,False,
c9704e59-e14c-48fc-8fd6-330d13d21f53,2bb13edd-062a-406d-a7b3-b44aa944fd8e,2026-05-20 09:30:00,2026-05-20 10:00:00,False,
671b1439-de2c-4bf2-9039-8c5a056c4dad,2bb13edd-062a-406d-a7b3-b44aa944fd8e,2026-05-20 10:00:00,2026-05-20 10:30:00,False,
3c4be497-98c0-4985-bff6-235d22f65f5f,2bb13edd-062a-406d-a7b3-b44aa944fd8e,2026-05-20 10:30:00,2026-05-20 11:00:00,False,
987d1e15-1a50-4f32-949d-354735a2bd74,2bb13edd-062a-406d-a7b3-b44aa944fd8e,2026-05-20 11:00:00,2026-05-20 11:30:00,False,
5e8040f1-6ba1-4db9-bd6b-e91973b210ab,2bb13edd-062a-406d-a7b3-b44aa944fd8e,2026-05-20 11:30:00,2026-05-20 12:00:00,False,
57785a09-31ab-46ed-8aa1-b28f27c43cc6,2bb13edd-062a-406d-a7b3-b44aa944fd8e,2026-05-20 12:00:00,2026-05-20 12:30:00,False,
a2919a6f-8728-4182-aaca-09a8ee33712c,2bb13edd-062a-406d-a7b3-b44aa944fd8e,2026-05-20 12:30:00,2026-05-20 13:00:00,False,
175577cd-41a7-4119-bfff-6fe53e107b73,2bb13edd-062a-406d-a7b3-b44aa944fd8e,2026-05-20 14:00:00,2026-05-20 14:30:00,False,
ab95b370-0cd0-49f4-9ca1-509af9a9a0e4,2bb13edd-062a-406d-a7b3-b44aa944fd8e,2026-05-20 14:30:00,2026-05-20 15:00:00,False,
8829a715-ef35-4ca6-88ac-d54915ca8e2b,2bb13edd-062a-406d-a7b3-b44aa944fd8e,2026-05-20 15:00:00,2026-05-20 15:30:00,False,
8034ce27-d4bc-44ab-9687-a096c347d952,2bb13edd-062a-406d-a7b3-b44aa944fd8e,2026-05-20 15:30:00,2026-05-20 16:00:00,False,
a106bfb2-bfe8-4b57-8852-9fa6aec704ca,2bb13edd-062a-406d-a7b3-b44aa944fd8e,2026-05-20 16:00:00,2026-05-20 16:30:00,False,
4f297480-60de-4ec3-b514-38f32774833d,2bb13edd-062a-406d-a7b3-b44aa944fd8e,2026-05-20 16:30:00,2026-05-20 17:00:00,False,
e1e371fa-983d-48bd-8e01-cd53577d820b,d8edf8af-4d99-4749-a158-589e9ec05221,2026-05-20 09:00:00,2026-05-20 09:30:00,False,
c2d16b74-606b-493c-9827-85d8915ca2e1,d8edf8af-4d99-4749-a158-589e9ec05221,2026-05-20 09:30:00,2026-05-20 10:00:00,False,
8f711e68-daaa-465a-a6a9-76a1701b3272,d8edf8af-4d99-4749-a158-589e9ec05221,2026-05-20 10:00:00,2026-05-20 10:30:00,False,
a31fde73-823d-4598-80f7-37dd66553ef3,d8edf8af-4d99-4749-a158-589e9ec05221,2026-05-20 10:30:00,2026-05-20 11:00:00,False,
9c062fcf-9d74-423a-a91b-dcab982762a4,d8edf8af-4d99-4749-a158-589e9ec05221,2026-05-20 11:00:00,2026-05-20 11:30:00,False,
4ead67cd-c0f3-467f-9574-3a3486456229,d8edf8af-4d99-4749-a158-589e9ec05221,2026-05-20 11:30:00,2026-05-20 12:00:00,False,
5312e8e4-3cd9-4dca-9782-e6cdf0d05558,d8edf8af-4d99-4749-a158-589e9ec05221,2026-05-20 12:00:00,2026-05-20 12:30:00,False,
ad14e558-c2af-4cef-a9bb-fefdea1c2dbd,d8edf8af-4d99-4749-a158-589e9ec05221,2026-05-20 12:30:00,2026-05-20 13:00:00,False,
a90a909f-4582-446e-9cf5-cae94ec6787a,d8edf8af-4d99-4749-a158-589e9ec05221,2026-05-20 14:00:00,2026-05-20 14:30:00,False,
047f3e31-0279-4554-8ae6-b3006e5310c1,d8edf8af-4d99-4749-a158-589e9ec05221,2026-05-20 14:30:00,2026-05-20 15:00:00,False,
e5130fa1-a13b-4552-b004-adfbe46a00a3,d8edf8af-4d99-4749-a158-589e9ec05221,2026-05-20 15:00:00,2026-05-20 15:30:00,False,
f383a8c9-cd2e-464f-863d-7ba013c8a23b,d8edf8af-4d99-4749-a158-589e9ec05221,2026-05-20 15:30:00,2026-05-20 16:00:00,False,
7ffe5c7d-7714-4be6-b07a-2d44d31e880a,d8edf8af-4d99-4749-a158-589e9ec05221,2026-05-20 16:00:00,2026-05-20 16:30:00,False,
193a7c72-c5e8-4aae-8e4a-84569f027c59,d8edf8af-4d99-4749-a158-589e9ec05221,2026-05-20 16:30:00,2026-05-20 17:00:00,False,
828f1196-71af-42fd-90dc-f92430f19f4e,b902ec71-6df7-4578-969f-52e084e43681,2026-05-20 09:00:00,2026-05-20 09:30:00,False,
1988c412-9a12-4643-b0e4-fde4e705f603,b902ec71-6df7-4578-969f-52e084e43681,2026-05-20 09:30:00,2026-05-20 10:00:00,False,
8affa7e6-9e72-4a30-92fa-3478d82bfb9a,b902ec71-6df7-4578-969f-52e084e43681,2026-05-20 10:00:00,2026-05-20 10:30:00,False,
a7e6f0b4-001b-44c9-9ff6-c3097fdab078,b902ec71-6df7-4578-969f-52e084e43681,2026-05-20 10:30:00,2026-05-20 11:00:00,False,
dc497664-86c4-4135-8da4-f4be1cea6d91,b902ec71-6df7-4578-969f-52e084e43681,2026-05-20 11:00:00,2026-05-20 11:30:00,False,
c7978441-aeb3-42e1-bf23-62b1734ea82d,b902ec71-6df7-4578-969f-52e084e43681,2026-05-20 11:30:00,2026-05-20 12:00:00,False,
838afbe5-9791-4c92-a924-c13bc9322dd6,b902ec71-6df7-4578-969f-52e084e43681,2026-05-20 12:00:00,2026-05-20 12:30:00,False,
08e5c169-15fe-4f9b-b1af-11c33960094f,b902ec71-6df7-4578-969f-52e084e43681,2026-05-20 12:30:00,2026-05-20 13:00:00,False,
73db56c0-562d-448b-a115-62f1309d9f5c,b902ec71-6df7-4578-969f-52e084e43681,2026-05-20 14:00:00,2026-05-20 14:30:00,False,
65b3d755-59c0-4fc5-971c-6d16705986ac,b902ec71-6df7-4578-969f-52e084e43681,2026-05-20 14:30:00,2026-05-20 15:00:00,False,
5e1f1797-6aaf-4a2e-a365-0731c5671fce,b902ec71-6df7-4578-969f-52e084e43681,2026-05-20 15:00:00,2026-05-20 15:30:00,False,
06af69bf-e456-401d-acc8-633a3771a998,b902ec71-6df7-4578-969f-52e084e43681,2026-05-20 15:30:00,2026-05-20 16:00:00,False,
d5816ea6-89ae-4907-b85b-f461c1e0bb3b,b902ec71-6df7-4578-969f-52e084e43681,2026-05-20 16:00:00,2026-05-20 16:30:00,False,
976425f1-c73c-4b5f-85fe-fc00715e5f86,b902ec71-6df7-4578-969f-52e084e43681,2026-05-20 16:30:00,2026-05-20 17:00:00,False,
b8f4708f-f18d-48d4-8be6-644311829af7,5ff50514-3018-4d59-a2e6-32e99abb910e,2026-05-20 09:00:00,2026-05-20 09:30:00,False,
95900b74-d0f4-49c4-9398-22f516f9f141,5ff50514-3018-4d59-a2e6-32e99abb910e,2026-05-20 09:30:00,2026-05-20 10:00:00,False,
be6df74a-99dd-43b8-a663-1f88370cbc88,5ff50514-3018-4d59-a2e6-32e99abb910e,2026-05-20 10:00:00,2026-05-20 10:30:00,False,
712e07e0-eacc-4c38-8731-13636a0794f6,5ff50514-3018-4d59-a2e6-32e99abb910e,2026-05-20 10:30:00,2026-05-20 11:00:00,False,
6d811b3a-d30f-4753-96cc-56322f385bfe,5ff50514-3018-4d59-a2e6-32e99abb910e,2026-05-20 11:00:00,2026-05-20 11:30:00,False,
582f818c-ac9d-49ad-a3f6-0a0ad52bb5d2,5ff50514-3018-4d59-a2e6-32e99abb910e,2026-05-20 11:30:00,2026-05-20 12:00:00,False,
619b1e4f-6ef4-434d-9575-0dfb45e9fd48,5ff50514-3018-4d59-a2e6-32e99abb910e,2026-05-20 12:00:00,2026-05-20 12:30:00,False,
78124b3d-d008-4753-b3a6-6049bb04ff8d,5ff50514-3018-4d59-a2e6-32e99abb910e,2026-05-20 12:30:00,2026-05-20 13:00:00,False,
358baf0e-154c-48ed-9539-72737fb5f462,5ff50514-3018-4d59-a2e6-32e99abb910e,2026-05-20 14:00:00,2026-05-20 14:30:00,False,
4f9638b4-ba45-4d68-bf2c-14302ee9ae66,5ff50514-3018-4d59-a2e6-32e99abb910e,2026-05-20 14:30:00,2026-05-20 15:00:00,False,
